productId,productName,,category,website,,,flavorText,labResults,productBasePrice,gender,who_ind,ageMin,ageMax,,giftType,hobbiesInterests,tags,tags_sort,tags_display,product_card_banner
100076,Great Night for a Campfire Wall Decor,"Great Night for a Campfire Wall Decor,",Camping,Amazon,,,"Nomads decorating their camper, cabin, or maybe just their den.","Lab Results: This looks best hanging up in someone's cabin, so get it for someone that just bought a cabin.",24.99,null,null,12,120,,thoughtful,camping,"thoughtful,nature",,"camping,thoughtful,nature",
100077,Ambipolar Cat Bookend,"Ambipolar Cat Bookend,",Reading,Amazon,,,"Come on, even a dog person would admit this is adorable.","Lab Results: We have a handful of bookends on the website because we think they make for a great unexpected gift, particularly in an era where everyone is judging the books on your shelves in the background of a Zoom meeting. 

If they like cats and books, this is our recommendation. Otherwise here's one with ~~ID=“100180” text=“chess pieces”~~ and another that uses ~~ID=“100178” text=“the Force”~~.",37.9,null,null,12,120,,"interestingAndFun,thoughtful","reading,cats","cats,books","cats,books,indoors","reading,cats,books",
100078,Yoda Heavy-Duty Bookend,"Yoda Heavy-Duty Bookend,",Reading,Amazon,,,"Hold up your books, you must.","Lab Results: We have a handful of bookends on the website because we think they make for a great unexpected gift, particularly in an era where everyone is judging the books on your shelves in the background of a Zoom meeting. 

If they have ever tried to use the Force, and who hasn't, this is our recommendation. Otherwise here's one with ~~ID=“100180” text=“chess pieces”~~ and another with ~~ID=“100177” text=“cute cats”~~.",27.99,null,null,12,120,,"interestingAndFun,thoughtful",reading,"nerdy,books","nerdy,books,indoors","reading,nerdy,books",
100080,Decorative Chess Bookends,"Decorative Chess Bookends,",Reading,Amazon,,,For the King or Queen that likes to curl up with a good book.,"Lab Results: We have a handful of bookends on the website because we think they make for a great unexpected gift, particularly in an era where everyone is judging the books on your shelves in the background of a Zoom meeting. 

If they like chess and books, this is our recommendation. Otherwise here's one with ~~ID=“100177” text=“cute cats”~~ and another that uses ~~ID=“100178” text=“the Force”~~.",28.99,null,null,12,120,,"interestingAndFun,thoughtful","reading,boardGames",books,"books,indoors","reading,books",
100081,What If?,"What If?,",Reading,Amazon,,,"Fans of xkcd, precocious children, and anyone that loves to chase a shower thought down a rabbit hole.","Lab Results: If you are a fan of the popular xkcd comics, why not try the book? Randal Monroe brings his signature blend of humor and rigorous analysis to solving some of the most unusual questions he's gotten in his career.",15.87,null,null,12,120,,interestingAndFun,reading,"nerdy,science,books","nerdy,books,indoors","reading,nerdy,science",
100082,Dog Mom Socks,"Dog Mom Socks,",Dogs,Etsy,,,For the woman in your life that knows the value of a quiet night in with their dog.,Lab Results: Good for a White Elephant when you know they're sending the right vibe.,12,female,null,12,120,,thoughtful,,"whiteElephant,cozy,dogs",dogs,"dogs,whiteElephant,cozy",
100084,Rocks Glass,"Rocks Glass,",Dogs,Etsy,,,Animal lovers who enjoy a cold beverage.,Lab Results: People love their pets and etching a thoughtful photo onto a beautiful rocks glass will always be well received.,44,null,null,21,120,,thoughtful,,"thoughtful,dogs","dogs,customizable,indoors","dogs,thoughtful",Customizable
100085,Pixel Cow T-Shirt,"Pixel Cow T-Shirt,",Gaming,Etsy,,,"Your wife, who said a game about farming sounded boring and now she's seriously cutting in to your screentime.","Lab Results: This is a deep cut, but if their favorite part of Stardew Valley is greeting their cows in the morning, they must have this shirt.",19.99,null,null,12,120,,thoughtful,gaming,nerdy,"nerdy,indoors","gaming,nerdy",
100086,Personalized Crystal Decanter,"Personalized Crystal Decanter,",Mixology,Etsy,,,Someone going for that Mad Men vibe.,"Lab Results: A crystal decanter is a great gift for someone that has already started dipping into the high-end spirit market, and personalizing it adds that extra bit of thoughtfulness. What makes it special is it feels like the sort of item that the average whiskey drinker would envy but never buy for themselves.

Not ready for a decanter? How about some equally nice and customizable ~~ID=“100087” text=“whiskey glasses”~~.",93.03,null,coworker,21,120,,thoughtful,mixology,"thoughtful,classy,alcohol","classy,alcohol,customizable,indoors","mixology,thoughtful,classy",Customizable
100087,Personalized Whiskey Glasses,"Personalized Whiskey Glasses,",Mixology,Etsy,,,We love this one as Groomsmen Gift.,"Lab Results: Whiskey glasses are a super classy gift, and the customizable engraving really shows you care. Get two for your favorite whiskey connoisseur or one for each of your groomsmen. 

Want to kick it up a notch? How about a ~~ID=“100086” text=“crystal decanter”~~?.",14.89,null,coworker,21,120,,thoughtful,mixology,"thoughtful,classy,alcohol","classy,alcohol,customizable,indoors","mixology,thoughtful,classy",Customizable
100088,Wise Owl Camping Hammock,"Wise Owl Camping Hammock,",Camping,Amazon,,,Kick back and relax between two trees.,"Lab Results: Hammocks generally aren't the first thing you grab when setting out for a camping trip. I'd venture to bet a good camping pad is the first thing most people buy after their first camping trip after vowing to never sleep directly on the ground again. Still, even a great pad leaves you wondering if there is a better way, and there is.

Spending a night outdoors in a hammock will have you wondering why we bothered inventing the mattress in the first place. They're extremely lightweight, yet far more comfortable than you'd imagine. You owe it to yourself to try one out. This model in particular is great because it comes with easy-to-use tree straps and can be set up in less time than it takes to find the right set of trees.

Up for a challenge? Lose the tree straps, grab some paracord, and learn to tie some knots. I recommend the bowline and taught line hitch for anyone interested in the craft. Check out this ~~ID=“100174” text=“handy guide”~~ for inspiration.
",26.95,null,null,12,120,,interestingAndFun,camping,"fun,cozy","cozy,outdoors","camping,fun,cozy",
100089,The Trail Journal,"The Trail Journal,",Camping,Etsy,,,A unique way to remember your hikes and trails.,"Lab Results: Sometimes it's easy to forget all the wonderful times you've spent out on the trail. A trail journal is a great way to make sure you are recording your memories. For the person that really enjoys both writing and hiking, this is a great gift.",10,null,null,12,120,,thoughtful,camping,thoughtful,outdoors,"camping,thoughtful",
100090,Personalized Linen Apron,"Personalized Linen Apron,",Home Chef,Etsy,,,For that person who always has just a couple of drops of sauce on their clothing after making you a home cooked meal.,"Lab Results: Make your kitchen feel like home with this personalized apron. Made from natural fibers, the fabric feels thick and durable and the apron has a convenient pocket for kitchen tools or a towel.   ",23.25,null,null,12,120,,thoughtful,homeChef,thoughtful,"customizable,indoors","homeChef,thoughtful",Customizable
100091,Erin Condren Designer Sticker Book,"Erin Condren Designer Sticker Book,",Just for Fun,Amazon,,,For the planner that likes to decorate their planner.,Lab Results: This is a gift where you have to really know the recipient. Are they always taking notes or scheduling in their planner? Do they use colored pencils or highlighters to organize their day? There's a good chance they will light up when you give them this sticker book.,11.99,null,coworker,5,120,,interestingAndFun,,"artsy,organized","artsy,organized,indoors","justForFun,artsy,organized",
100092,Canada Pooch Winter Dog Coat,"Canada Pooch Winter Dog Coat,",Dogs,Amazon,,,Little dogs who know that snow isn't just for Huskies.,Lab Results: We tried a variety of coats on our 6lb Yorkie and this ended up being our favorite. It's heavy enough to keep your little guy's chills away.,66.99,null,null,12,120,,essentials,,"cozy,dogs",dogs,"dogs,cozy",
100094,Stellaire Chern Snuffle Mat,"Stellaire Chern Snuffle Mat,",Dogs,Amazon,,,"The dog that needs to earn his treat, and the human who wants to keep them occupied for five minutes.",Lab Results: A snuffle mat is essentially a sheet with a bunch of felt attachments that create the perfect hiding place to store treats. Have your pet wait patiently while the excitement builds and then let 'em rip.,31.98,null,null,12,120,,essentials,,"fun,dogs",dogs,"dogs,fun",
100096,Osmo - Genius Starter Kit for iPad,"Osmo - Genius Starter Kit for iPad,",Educational,Amazon,,,These award-winning learning games blend real world play with digital interaction.,"Lab Results: Good for ages 6-10, and when you just can't quite keep them away from screens anymore. Osmo provides fun, interactive, and educations games.",99.99,null,null,6,10,,"essentials,interestingAndFun",,"creative,nerdy,science","creative,nerdy","educational,creative,science",
100097,Magna Tiles Metropolis Set,"Magna Tiles Metropolis Set,",Educational,Amazon,,,"Whether they are learning about shapes, fractions, or just want to snap things together, these make a great addition for your little builder.",Lab Results: Build in three dimensions with these magnetic tiles. They also make great visual aids when introducing tricky concepts like multiplication.,129.99,null,null,3,10,,"essentials,interestingAndFun",,"creative,nerdy,science","creative,nerdy","educational,creative,science",
100098,TeeTurtle Reversible Octopus Plushie,"TeeTurtle Reversible Octopus Plushie,",Just for Fun,Amazon,,,"Like a mood ring mash-up with a Beenie Baby, these cute little toys are blowing up.","Lab Results: These little plushies are adorable bean bags in the best way possible. Cute to be sure, fun to play with, and surprisingly stress relieving. They make great stocking stuffers or Secret Santa gifts, just be sure to get one for yourself. ",15,null,coworker,10,40,,interestingAndFun,,quirky,quirky,"justForFun,quirky,deskToy",
100099,Ember Temperature Mug,"Ember Temperature Mug,",Technology,Amazon,,,Always have the perfect temperature for your drinks.,"Lab Results: Do you know someone that drinks a lot of coffee, but drinks too slowly to ever finish a cup? I certainly do. This is the right gift for someone that needs a hot cup of Joe and a little room on their desk.",99.95,null,coworker,12,120,,interestingAndFun,"homeChef,technology","coffee,technology","coffee,technology","technology,coffee",
100101,Squishmallow Plush,"Squishmallow Plush,",Just for Fun,Amazon,,,"Love, Play, Cuddle, Squeeze. Words to live by.","Lab Results: This is sort of an easy one. The quality of these toys is outstanding, they are wonderful to hug. If you think your recipient would like a giant cute pillow, pick one up.",33.24,null,null,5,11,,interestingAndFun,,"cute,fun",,"justForFun,cute",
100102,Leather Desk Pad Protector,"Leather Desk Pad Protector,",Home Office,Amazon,,,Classy neat freaks.,"Lab Results: Hard to make a desk feel luxurious but this actually pulls it off. It's large enough to house all your keyboard and mouse, gives you a sort of boundary to keep things tidy. Pairs nicely with ~~ID=“100104” text=“a standing desk”~~.",13.99,null,null,12,120,,essentials,,"efficient,organized,homeOffice","efficient,organized,homeOffice","homeOffice,efficient,organized",
100103,U Brands Glass Dry Erase Board,"U Brands Glass Dry Erase Board,",Home Office,Amazon,,,Think of this as an upgrade for that warped plastic whiteboard in your office.,"Lab Results: White boards are great, but if you're willing to spend a little more these are a far superior experience. Glass dry erase boards never warp, are easier to erase, and in our opinion just look cooler.",80.99,null,coworker,12,120,,"essentials,interestingAndFun",,"efficient,organized,homeOffice","efficient,organized,homeOffice","homeOffice,efficient,organized",
100104,Fezibo Standing Desk,"Fezibo Standing Desk,",Home Office,Amazon,,,"For anyone dealing with back pain or just looking to be a little healthier, this is our number one pick to upgrade the work-from-home experience.","Lab Results: If you are looking for a high-end way to improve your work from home environment as well as your health, it's hard to beat a standing desk. I picked one up after my back started to ache from all the sitting we were doing as we transitioned to working from home. Having the motorized lift is also leagues better than the manual contraptions.",269.95,null,null,12,120,,essentials,,"efficient,organized,homeOffice","efficient,organized,homeOffice","homeOffice,efficient,organized",
100105,Elitehood Ring Light for Computer,"Elitehood Ring Light for Computer,",Home Office,Amazon,,,A Gift to show your best side.,"Lab Results: Looking for the most cost-effective way to improve your Zoom persona? Get the right light to avoid being too dark or washed out.

Alternatively, upgrade your background with a ~~ID=“100080” text=“classy bookend”~~.",27.99,null,null,12,120,,"essentials,interestingAndFun",,"efficient,organized,homeOffice","efficient,organized,homeOffice","homeOffice,efficient,organized",
100106,Fitueyes Dual Monitor Stand,"Fitueyes Dual Monitor Stand,",Home Office,Amazon,,,For everyone that has their monitors sitting on a pile of books. We see you.,"Lab Results: This falls into that bucket of very practical and not very flashy, so it might work best as something you add to your own Christmas list. Still, if you're tired of raising your monitors using old books, these are super handy.",29.99,null,null,12,120,,essentials,,"efficient,organized,homeOffice","efficient,organized,homeOffice","homeOffice,efficient,organized",
100107,Top Bright Activity Cube,"Top Bright Activity Cube,",Educational,Amazon,,,Everyone had one of these when they were a kid right?,"Lab Results: We think that once they reach about one year of age, every kid should have one of these at some point. The innovative cube format gives you five toys in one, including the bead maze, shape sorter, and wooden clock.",21.99,null,null,0,2,,"essentials,interestingAndFun",,fun,,"educational,fun",
100108,Melissa & Doug Cutting Fruit Set,"Melissa & Doug Cutting Fruit Set,",Educational,Amazon,,,Aspiring chefs that need to work on their fine motor skills.,Lab Results: This toy is cute and colorful while still managing to be an innovative development tool.,23.79,null,null,0,5,,"essentials,interestingAndFun",,fun,,"educational,fun",
100110,Perfect Fitness Pull Up Bar,"Perfect Fitness Pull Up Bar,",Health And Wellness,Amazon,,,Looking to take the home gym to the next level? When's the last time you belted out some pull ups?,"Lab Results: Pull ups are legitimately my favorite way to work out. Challenge yourself to 100 pull ups in a single day. Seriously, don't try to build up to it, don't stop because you think it's impossible, commit to 100 even if you are doing sets of 1 by the end of the day. Do that once a week and you'll be doing sets of 10 in no time and feeling like a gymnast.",44.99,null,null,12,120,,essentials,,"athletic,healthNut",athletic,"healthAndWellness,athletic,healthNut",
100111,Little Dove Ball Pit,"Little Dove Ball Pit,",Exercise,Amazon,,,Kids. Love. Ball. Pits.,"Lab Results: I'm torn, knowing that adding 500 plastic balls to a house with a toddler is a recipe for having 500 plastic balls all around your house. Still, kids really do love ball pits. Maybe get it for your niece rather than your daughter?",109.99,null,null,0,5,,"essentials,interestingAndFun",,fun,,"exercise,fun",
100113,Sony Wireless Overhead Headphones ,"Sony Wireless Overhead Headphones ,",Technology,Amazon,,,Our favorite overhead headphones for the audiophile in your life.,"Lab Results: They're on the pricey side relative to some of the other items we recommend, but these headphones are top of the line in terms of noise cancelling and sound quality. If there is an audiophile in your life, they'll be thrilled to get a pair of these.",349.99,null,null,12,120,,"essentials,interestingAndFun","technology,homeOffice,music","music,technology","music,technology","technology,music",
100114,Vitruvi Diffuser,"Vitruvi Diffuser,",Home Decor,Amazon,,,People with noses who need to relax.,"Lab Results: Attractive and easy to use, this diffuser adds just a whiff of pleasant aroma to whatever room it is in.",182,null,null,12,120,,"essentials,interestingAndFun",,"cozy,homeDecor",homeDecor,"homeDecor,cozy",
100115,Robotime 3D Wooden Luminous Globe,"Robotime 3D Wooden Luminous Globe,",Arts and Crafts,Amazon,,,Craftsman looking for their inner cartographer.,"Lab Results: Having a globe in your room is pretty cool, and even cooler when you build one yourself. This light up globe only takes about 5 hours to make. It might be a little challenging for kids, so we recommend a build-together project, but teenagers will be able to handle it just fine.

Looking for something a little more advanced? Try this ~~ID=“100116” text=“marble run”~~.",53.99,null,null,12,120,,"essentials,interestingAndFun",artsAndCrafts,"creative,handy","creative,handy","artsAndCrafts,creative,handy",
100116,Robotime 3D Wooden Marble Run,"Robotime 3D Wooden Marble Run,",Arts and Crafts,Amazon,,,The fun doesn't stop after you've completed construction of this innovative marble run.,"Lab Results: This is a great one to do along with your kids. It looks complex, but only takes about 7 hours to build. Our favorite thing about this one is that there is more excitement after the build, as cranking the marbles around is part of the fun.

Looking for something a little simpler? Try this ~~ID=“100115” text=“rotating globe”~~.",56.99,null,null,12,18,,"essentials,interestingAndFun",artsAndCrafts,"creative,handy","creative,handy","artsAndCrafts,creative,handy",
100117,Wood Burning Kit,"Wood Burning Kit,",Arts and Crafts,Amazon,,,Anyone looking for a new hobby that enjoys working with their hands.,"Lab Results: This is kind of an unexpected gift, but once you get your hands on one you won't want to put it down. We recommend this gift for someone that is particularly crafty, maybe already getting into the world of woodworking, and wants to take things to the next level.",19.99,null,null,18,120,,"essentials,interestingAndFun",artsAndCrafts,"creative,handy","creative,handy","artsAndCrafts,creative,handy",
100118,Complete DIY Candle Making Kit,"Complete DIY Candle Making Kit,",Arts and Crafts,Amazon,,,Looking for a Zen hobby that is the right combination of form and function? Consider candle making!,"Lab Results: This candle making kit looks like it might be for kids, but we've had just as much fun with it as adults. There's a good chance you pick this up for your youngster only to find you've developed a new hobby of your own.",49.99,null,null,12,120,,"essentials,interestingAndFun",artsAndCrafts,"creative,handy","creative,handy","artsAndCrafts,creative,handy",
100119,Dig It Up! Discoveries (Mermaids),"Dig It Up! Discoveries (Mermaids),",Arts and Crafts,Amazon,,,Who doesn't want to dig through clay to find treasure?,"Lab Results: This is a fun and unique way to get your kids to interact with their toys. Each mermaid is encased in a bed of destructible clay, just soak them in water and then let them go at it. They'll be miniature archaeologists in no time. They also offer fairies, dinosaurs, and puppies!",29.95,null,null,6,12,,"essentials,interestingAndFun",artsAndCrafts,"creative,handy","creative,handy","artsAndCrafts,creative,handy",
100120,Space Exploration Shuttle,"Space Exploration Shuttle,",Arts and Crafts,Amazon,,,Little astronauts with big dreams.,"Lab Results: Good for ages 6 and up, give your kids the opportunity to build their own toys. Great for that age when space becomes inescapably fascinating.",25.99,null,null,6,12,,"essentials,interestingAndFun",artsAndCrafts,"creative,handy","creative,handy","artsAndCrafts,creative,handy",
100121,LEGO Star Wars Stormtrooper Helmet,"LEGO Star Wars Stormtrooper Helmet,",Arts and Crafts,Amazon,,,"If they were playing with LEGO and Star Wars when they were kids, why wouldn't they now that they're all grown up?","Lab Results: With over 600 pieces, this will take a little time to put together, but for fans of LEGO and Star Wars, it's an obvious choice.",59.99,null,null,6,12,,"essentials,interestingAndFun",artsAndCrafts,"creative,handy","creative,handy","artsAndCrafts,creative,handy",
100122,Robotime DIY Dollhouse,"Robotime DIY Dollhouse,",Arts and Crafts,Amazon,,,Working on this little structure is a surprisingly Zen-like experience.,Lab Results: The joy of this one is the intricacy of all the items in the dollhouse. We recommend it for kids that have grown up from their childhood dollhouse but wish that hadn't.,39.99,null,null,12,120,,"essentials,interestingAndFun",artsAndCrafts,"creative,handy","creative,handy","artsAndCrafts,creative,handy",
100123,Robotime Monocular Telescope Kit,"Robotime Monocular Telescope Kit,",Arts and Crafts,Amazon,,,"For those curious what's out there, and with the courage to find out.","Lab Results: We recommend this as a gift for someone that has gotten into LEGO, model planes, or anything else that snaps together. Good for early teens and offering a roughly 5 hour build time, this one leaves you with a finished product that is not only beautiful but functional.",32.99,null,null,12,120,,"essentials,interestingAndFun",artsAndCrafts,"creative,handy","creative,handy","artsAndCrafts,creative,handy",
100124,ROKR Music Box,"ROKR Music Box,",Arts and Crafts,Amazon,,,This little project is a great one for the young-adult crowd.,Lab Results: At the end of this build you'll have a fully functional rotating music box that looks like a model of the planets orbiting the sun.,29.99,null,null,12,18,,"essentials,interestingAndFun",artsAndCrafts,"creative,handy","creative,handy","artsAndCrafts,creative,handy",
100125,Robotime Gramophone,"Robotime Gramophone,",Arts and Crafts,Amazon,,,"If they like working with their hands and old timey vinyl music, we can't imagine a better mashup.",Lab Results: There is a joy to be had in building something as unusual as a gramophone to find that it actually works. This one works for kids interested in science and adults interested in music. ,84.99,null,null,12,120,,"essentials,interestingAndFun",artsAndCrafts,"creative,handy,music","creative,handy,music","artsAndCrafts,creative,handy",
100126,Push Pin World Map Board,"Push Pin World Map Board,",Travel,Amazon,,,New couples that have just started seeing the world together.,"Lab Results: There's something about this item that gets the recipient thinking about the future as well as the past, and that makes it even more thoughtful. We recommend grabbing this one right after coming home from a big trip, so you have an excuse to drop in your first pin.

The map comes with pins so you can get started immediately and is handmade in Columbus, Ohio.",109,null,null,12,120,,"essentials,interestingAndFun,thoughtful",,"thoughtful,travel",travel,"travel,thoughtful",
100127,Anker Portable Charger,"Anker Portable Charger,",Travel,Amazon,,,For the techy on the go.,"Lab Results: This is the perfect gift for someone that likes to travel or your friends at the office. The Anker can charge an iPhone 11 up to 4 times. It is functional, sleek, and useful.",42.97,null,coworker,12,120,,essentials,technology,"essential,portable,travel,technology","travel,technology,practical","travel,essential,portable",
100128,Engraved Luggage Tags,"Engraved Luggage Tags,",Travel,Etsy,,,They'll smile every time their luggage rolls down the carousel.,"Lab Results: These little tags are subtle yet recognizable, so you can avoid those awkward moments when you aren't quite sure which bag is yours. What makes this a great gift is the customizability of the tag, names and addresses are classic, but there's nothing stopping you from personalizing this for a little extra punch.

This gift is the perfect pairing for a ~~ID=“100129” text=“leather passport holder”~~.",13,null,coworker,12,120,,essentials,,"thoughtful,travel","thoughtful,travel","travel,thoughtful",
100129,Personalized Leather Passport Holder,"Personalized Leather Passport Holder,",Travel,Etsy,,,"For the person who wonders, what if customs was more fun?","Lab Results: Hear me out, I think passports as a concept are actually pretty cool. They're these little books that help grant you access to other countries, and help you keep track of all the places you've been. In a sense, they're part of your story. All that said, they certainly don't look and feel as cool as they are on paper. Adding a customized leather holder fixes that problem, elevating a boring piece of paperwork to something special.

This gift is the perfect pairing for an ~~ID=“100129” text=“engraved luggage tag”~~.",17.62,null,coworker,12,120,,"essentials,thoughtful",,"thoughtful,travel","thoughtful,travel","travel,thoughtful",
100130,Digital Luggage Scale,"Digital Luggage Scale,",Travel,Amazon,,,Every home should have one of these.,"Lab Results: We have to be careful here as this one is a pure practicality play. We only recommend this one as a gift if you're sure that travel is a core part of their psyche. Still, if it is it could be  home run.",11.99,null,null,12,120,,essentials,,"essential,practical,travel","practical,travel","travel,essential,practical",
100131,Any City Map,"Any City Map,",Travel,Etsy,,,Give them a little hometown pride.,"Lab Results: There's something about your hometown that sparks nostalgia, but skyline silhouettes are a little played out. As an alternative, these custom maps are great and help evoke a sense of the pulse in a city.",17.97,null,coworker,12,120,,"essentials,thoughtful",,"thoughtful,travel","thoughtful,travel,customizable","travel,thoughtful",Customizable
100132,Modern Custom Quote,"Modern Custom Quote,",Home Decor,Etsy,,,Show them how well you really know them with their favorite quote.,"Lab Results: This one is tricky; we’re really asking you to do most of the work here. Do they have a favorite quote? What about a line from a famous book or movie? If you can nail the line, it’s a great gift.",19.97,null,null,12,120,,"interestingAndFun,thoughtful",,"thoughtful,homeDecor","thoughtful,homeDecor,customizable","homeDecor,thoughtful",Customizable
100133,World Bucket List - Scratch Off Print,"World Bucket List - Scratch Off Print,",Travel,Etsy,,,For those IRL completionists.,"Lab Results: This is as much a gift as it is a promise to see the world. There is somethign especially satisfying about coming home from a trip and scratching off a new location.

Like the idea but want something more classic? Try this ~~ID=“100126” text=“push pin map”~~.",33.3,null,null,12,120,,"essentials,interestingAndFun,thoughtful",,"fun,thoughtful,travel","thoughtful,travel","travel,fun,thoughtful",
100134,Travel Challenges Game,"Travel Challenges Game,",Travel,Etsy,,,Add some flare to your next holiday with this cool challenge game.,"Lab Results: Love to travel, but unsure what to do once you get there? This little deck of cards solves that problem. Bring it every time you leave the country.",23.71,null,null,12,120,,"essentials,interestingAndFun",,"fun,portable,travel",travel,"travel,fun,portable",
100135,World Landmarks Wood Wall Art,"World Landmarks Wood Wall Art,",Home Decor,Etsy,,,"Remind them of the world, even when they're stuck at home.","Lab Results: For the right aesthetic, we think this one looks cool. For the person who has been everywhere and wants to just remember.",73.6,null,null,12,120,,"interestingAndFun,thoughtful",,"thoughtful,travel,homeDecor","travel,homeDecor","homeDecor,thoughtful,travel",
100136,"Kikkerland, Bear Travel Pillow","Kikkerland, Bear Travel Pillow,",Travel,Amazon,,,"For the plane sleepers, this little bear is a great companion.","Lab Results: This is a great gift for folks that love to travel and can sleep just about anywhere. It's genuinely cute, and genuinely comfortable.",37.5,null,null,12,120,,"essentials,interestingAndFun",,"cozy,fun,travel",travel,"travel,cozy,fun",
100137,Tumi - Voyageur Carson Laptop Backpack,"Tumi - Voyageur Carson Laptop Backpack,",Travel,Amazon,,,Those that don't want to sacrifice style for function.,"Lab Results: The perfect combination of practicality and chic, this is the backpack for the trendy jetsetter. It's large enough for your laptop, a change of clothes, and several essentials, making it a lightweight bag that's perfect for when you're on the go.",395,female,null,12,120,,essentials,,"trendy,durable,travel","trendy,travel","travel,trendy,durable",
100139,Anova Culinary Sous Vide Precision Cooker Nano,"Anova Culinary Sous Vide Precision Cooker Nano,",Home Chef,Amazon,,,Sous Vide is the solution for everyone from the beginner chef that always overcooks their chicken breasts to the pro looking to experiment with enhanced techniques.,Lab Results: There are so many applications for this thing. We recommend it for the foodie that is into the gastronomy side of things or the athlete that is tired of meal prepping.,129,null,null,18,120,,essentials,"homeChef,technology",practical,"practical,indoors","homeChef,practical",
100140,"Garmin Forerunner 55, GPS Running Watch","Garmin Forerunner 55, GPS Running Watch,",Health And Wellness,Amazon,,,"If their New Year's resolution is to run a marathon, this is the perfect piece of tech to give them an edge.","Lab Results: Why get a Garmin when most smartwatches have similar features? Because they just don't do them as well. The Forerunner offers up to two weeks of battery life and industry leading GPS tracking. We do enjoy our other smartwatches for many applications, but this is the runner's watch.

Want to get in shape but don't need all the features of the Garmin? We recommend a ~~ID=“100033” text=“Fitbit”~~.",199.99,null,null,18,120,,essentials,healthAndWellness,"athletic,running","athletic,outdoors","healthAndWellness,athletic,running",
100141,Echo Show 8,"Echo Show 8,",Technology,Amazon,,,The next step for the Alexa-enabled household.,"Lab Results: Part smart assistant, part photo album. We really like our little Echo's and this kicks it up a notch with better speakers and a handy touchscreen. For an extra burst of thoughtfulness, pre-program it with family photos for a few extra points.",129.99,null,null,18,120,,essentials,"technology,homeOffice","music,technology","music,technology","technology,music",
100142,Kasa Smart Plug,"Kasa Smart Plug,",Technology,Amazon,,,"Turn any device into a smart device with these handy plugs, which work with any major digital assistant.","Lab Results: This is one where you need to know your recipient. The use case is somewhere in their home there is a device that needs to be turned on/off utilizing a smart phone. If there is a pull string lamp somewhere that is their nemesis, you can be their hero.",29.99,null,null,18,120,,essentials,"technology,homeOffice","practical,technology","practical,technology","technology,practical",
100144,TP-Link AV600 Powerline Ethernet Adapter,"TP-Link AV600 Powerline Ethernet Adapter,",Home Office,Amazon,,,"Our favorite solution for anyone that needs faster internet speeds, these adapters run your internet through your electrical grid allowing for a LAN connection anywhere you have a power source. Never use Wi-Fi again!","Lab Results: These aren't flashy but they're extremely functional. That said, for the right audience something that makes one of the only downsides of working from home a little easier is a solid gift.",39.99,null,coworker,18,120,,essentials,technology,"practical,homeOffice,technology","practical,homeOffice,technology","homeOffice,practical,homeOffice",
100145,HP DeskJet 3755 Compact All-in-One Wireless Printer with Mobile Printing,"HP DeskJet 3755 Compact All-in-One Wireless Printer with Mobile Printing,",Technology,Amazon,,,"So, you're finally committing to a printer in your home? This one is lightweight, wireless enabled, looks great, and is delightfully easy to set up.","Lab Results: Here's the thing, printers pretty much suck. They are difficult to set up, difficult to use, and add ink to the ever-growing list of things that can run out at the last minute. This DeskJet does its best to eliminate those first two problems, setting up quickly and paring nicely with multiple devices. If you're like us and can no longer bum off the office computer this is a nice way to round out your work from home setup.",99.9,null,coworker,18,120,,essentials,"technology,homeOffice","practical,technology","practical,technology","technology,practical",
100146,CatastrophiCreations Fabric Lift Hammock,"CatastrophiCreations Fabric Lift Hammock,",Cats,Amazon,,,The only ones that will be more satisfied with these fashionable hammocks will be your cats.,"Lab Results: You like to chill out, your cats like to chill out. Give them a dedicated hammock to perch in and observe their domain.",56.87,null,null,18,120,,essentials,,"cozy,fun,cats",cats,"cats,cozy,fun",
100147,Catit Senses 2.0 Flower Fountain,"Catit Senses 2.0 Flower Fountain,",Cats,Amazon,,,For the fussy cat that just won't drink out of a bowl.,"Lab Results: Cat's don't like still, standing water. This little device keeps thing moving so you can keep your roommate hydrated.",29.99,null,null,18,120,,essentials,,"essential,fun,cats",cats,"cats,essential,fun",
100148,Hades (PS5),"Hades (PS5),",Gaming,Amazon,,,Someone who knows the Prince of the Underworld.,"Lab Results: As of August 2021, you can purchase one of the best games of 2020 for just about any system. If they haven't check it out yet we can't recommend this dungeon crawler enough.",34.98,null,null,18,120,,"essentials,interestingAndFun",gaming,fun,,"gaming,fun",
100149,Hollow Knight (Nintendo Switch),"Hollow Knight (Nintendo Switch),",Gaming,Amazon,,,The Pale King's chosen.,"Lab Results: If they like the Metroidvania playstyle, this is the best entry to the genre in years.",42.99,null,null,18,120,,"essentials,interestingAndFun",gaming,fun,,"gaming,fun",
100151,Lamy Safari Fountain Pen,"Lamy Safari Fountain Pen,",Arts and Crafts,Amazon,,,"Aspiring sketch artists, amateur doodlers, and those who appreciate a truly pleasurable writing experience. A superb pen for the money.","Lab Results: We recommend this as your first fountain pen, and in most cases this is the only one you'll ever need. If all you've used before is a standard ballpoint pen, you're in for a treat, writing with this pen is butter smooth, a truly pleasurable experience. 

This gift is the perfect pairing for a ~~ID=“100152” text=“Midori notebook”~~.",35.99,null,coworker,18,120,,"essentials,interestingAndFun,thoughtful",artsAndCrafts,"artsy,creative,practical","artsy,creative,practical","artsAndCrafts,creative,practical",
